"Image type","Feature Class","Feature Name","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_203","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_204","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_205","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_206","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_208","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_209","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_211","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_212","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_215","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_226","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7001","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7003","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7005","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7006","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7007","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7008","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7009","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7010","lh.hippoAmygLabels-T1.v21.CA.FSvoxelSpace_label_7015"
"original","glrlm","RunLengthNonUniformity","26.164829541711843","88.94879241909618","137.20322720480226","207.74808734275587","112.52957941315861","136.90122359154813","28.08010790598799","51.113489744183454","32.49921044421045","84.80103449075472","88.47197313457727","75.05516019382232","15.048414950562023","2.5","9.589235764235765","38.31163405683332","63.33493798080416","11.984856663804031","18.970041566334135"
"original","glrlm","RunLengthNonUniformityNormalized","0.676812202776611","0.4473272779125784","0.5225922578278012","0.46016321098224566","0.5929474173763043","0.39597388811499745","0.5758561264985518","0.7544189284138064","0.9003298660175817","0.34674583694098565","0.32137351222747323","0.3834471587424412","0.6016210933538161","0.625","0.6817728662792973","0.35250142423386815","0.5401093526352944","0.6340955364404537","0.7475403627339418"
"original","glrlm","RunPercentage","0.8076923076923076","0.6174223127865511","0.6876712328767123","0.6353935082258781","0.7309249454998441","0.5724100767883606","0.7391826923076923","0.8442982456140351","0.944736842105263","0.5154346737860838","0.49391968325791846","0.5567335889916536","0.75","0.8","0.8058823529411765","0.5221674876847291","0.7043269230769232","0.7759197324414715","0.8318965517241379"
"original","glrlm","RunVariance","0.2847331729181145","1.8432429260107446","0.8471237423724494","0.9938787776527415","0.7466368039151592","1.6744857443767034","0.4458912665442339","0.3461083329007774","0.06592589955931442","2.1680926359841357","1.9487567177340746","1.3535483649528248","0.3974988446231335","0.1875","0.2479077458748101","1.6352593984125006","0.615385305221521","0.3287947650181397","0.33780422196287985"
"original","glrlm","ShortRunEmphasis","0.8241879469574669","0.6746554725879013","0.7345089921845207","0.6907625728226999","0.7816791039586056","0.6262783275302228","0.7678456926837604","0.871019818004448","0.957280260509427","0.5917408753032757","0.5616356397685756","0.6192366186576908","0.7785663784248791","0.8125","0.8295063038813039","0.5905096865096999","0.7434356034796543","0.7859164178901019","0.8615194573443412"
"original","glrlm","ShortRunHighGrayLevelEmphasis","2.8706621078868","2.1547920166674843","2.105950517525069","1.861149969078969","2.4610424890291425","1.8221938888892675","2.2358448833036353","1.7232425133868476","1.779052033884819","1.4727258146015743","1.4200902509832773","1.6347750042601388","2.7539050724750416","0.8125","3.095670070670071","1.4549930544531067","2.0522619622013","2.5598185549830292","2.858995296727281"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.3434926615579436","0.3111646370019154","0.3916486108493836","0.39816572375863274","0.36183825769097133","0.3373397961976876","0.40084589502879175","0.6579641441588479","0.7518373171655792","0.37149464047870107","0.3470219869649001","0.3653520222570788","0.2847317049123385","0.8125","0.2629653621841122","0.37438884452384824","0.4162290137992427","0.3424408836168705","0.36215049749860617"
"original","glszm","GrayLevelNonUniformity","2.2","7.545454545454546","6.25","8.2","9.235294117647058","4.555555555555555","2.5","6.636363636363637","11.363636363636363","5.285714285714286","3.3333333333333335","1.0","2.0","2.0","1.0","6.25","4.333333333333333","1.0","2.6"
"original","glszm","GrayLevelNonUniformityNormalized","0.44","0.6859504132231405","0.78125","0.82","0.5432525951557093","0.5061728395061729","0.625","0.6033057851239669","0.5165289256198347","0.7551020408163265","0.5555555555555556","0.5","0.5","1.0","0.5","0.78125","0.7222222222222222","0.5","0.52"
"original","glszm","GrayLevelVariance","0.64","0.3801652892561983","0.109375","0.09000000000000001","0.22837370242214533","0.691358024691358","0.1875","0.1983471074380165","0.24173553719008267","0.12244897959183673","0.2222222222222222","0.25","0.25","0.0","0.25","0.109375","0.1388888888888889","0.25","0.24"
"original","glszm","HighGrayLevelZoneEmphasis","3.2","2.0","1.375","1.3","2.0588235294117645","3.111111111111111","1.75","3.1818181818181817","2.227272727272727","1.4285714285714286","3.0","2.5","2.5","1.0","2.5","1.375","1.5","2.5","2.2"
"original","glszm","LargeAreaEmphasis","280.0","6218.727272727273","9784.875","25279.8","1098.8823529411766","23779.88888888889","600.0","230.0","5.636363636363637","18751.0","27309.0","32262.5","197.5","6.5","128.5","3019.625","2089.3333333333335","188.5","66.2"
"original","glszm","LargeAreaHighGrayLevelEmphasis","1103.0","24797.909090909092","37122.375","96138.6","4285.411764705882","93096.33333333333","2328.0","286.1818181818182","7.2727272727272725","70354.85714285714","93923.0","109556.0","786.25","6.5","512.5","11457.125","7813.833333333333","730.0","258.2"
"original","glszm","LargeAreaLowGrayLevelEmphasis","74.47222222222221","1574.0328282828282","2950.5","7565.1","302.25","6451.395061728395","168.0","215.95454545454547","5.2272727272727275","5850.035714285715","10655.5","12939.125","50.3125","6.5","32.5","910.25","658.2083333333334","53.125","18.2"
"original","glszm","LowGrayLevelZoneEmphasis","0.6722222222222223","0.851010101010101","0.90625","0.925","0.7352941176470589","0.7191358024691358","0.8125","0.45454545454545453","0.6931818181818182","0.8928571428571429","0.5","0.625","0.625","1.0","0.625","0.90625","0.875","0.625","0.7"
"original","glszm","SizeZoneNonUniformity","1.4","2.272727272727273","1.5","1.6","4.176470588235294","1.8888888888888888","1.5","3.909090909090909","11.454545454545455","1.8571428571428572","3.0","1.0","1.5","1.0","1.0","2.5","1.3333333333333333","1.0","1.4"
"original","glszm","SizeZoneNonUniformityNormalized","0.28","0.2066115702479339","0.1875","0.16","0.24567474048442905","0.20987654320987653","0.375","0.35537190082644626","0.5206611570247934","0.2653061224489796","0.5","0.5","0.375","0.5","0.5","0.3125","0.2222222222222222","0.5","0.28"
"original","glszm","SmallAreaEmphasis","0.45814609203798395","0.3918749837802979","0.3210779723023758","0.33545496706238886","0.4730508378879609","0.3897543850039844","0.03526475694444445","0.5970941880540095","0.7411647727272727","0.4700143943783335","0.6666733598599883","4.8176650308123595e-05","0.5628188775510204","0.18055555555555555","0.501953125","0.5338847009637189","0.3406482617810696","0.03263504155124654","0.4261284722222222"
"original","glszm","SmallAreaHighGrayLevelEmphasis","2.058584368151936","1.1191517146242107","0.3210831163352976","0.33545623719397455","1.0466193567082314","1.5008670991724464","0.035590277777777776","2.303031108276644","1.8661647727272728","0.4700179536756333","2.166677112909341","7.728647196194959e-05","1.3137755102040816","0.18055555555555555","0.5078125","0.5339013676303855","0.34069193371748324","0.03679016620498615","0.4378472222222222"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.28025874523171823","0.3110659020794207","0.3210766862941453","0.33545464952949244","0.3296587081828933","0.26629719411618985","0.03518337673611111","0.17060995799835085","0.4599147727272727","0.47001350455400853","0.2916724215976501","4.089919489466709e-05","0.3750797193877551","0.18055555555555555","0.50048828125","0.5338805342970522","0.34063734379696625","0.03159626038781163","0.4231987847222222"
"original","glszm","ZoneEntropy","2.321928094887361","2.845350936622434","2.499999999999998","2.846439344671013","2.8665871058289563","2.947702779220087","1.4999999999999991","2.049452072789392","2.1116368707098756","2.1280852788913927","1.7924812503605767","0.9999999999999993","1.9999999999999987","0.9999999999999993","0.9999999999999993","1.9999999999999982","2.2516291673878213","0.9999999999999993","1.9219280948873614"
"original","glszm","ZonePercentage","0.10869565217391304","0.03642384105960265","0.021917808219178082","0.014450867052023121","0.06882591093117409","0.01576182136602452","0.0625","0.14473684210526316","0.5789473684210527","0.015184381778741865","0.011029411764705883","0.005865102639296188","0.125","0.4","0.11764705882352941","0.03940886699507389","0.0375","0.08695652173913043","0.1724137931034483"
"original","glszm","ZoneVariance","195.36","5464.975206611572","7703.234375","20491.160000000003","887.7785467128028","19754.691358024687","344.0","182.26446280991735","2.6528925619834713","14413.836734693876","19088.555555555555","3192.25","133.5","0.25","56.25","2375.734375","1378.2222222222224","56.25","32.56"
"original","ngtdm","Busyness","0.9735568910744964","4.0285200833548345","25.819905990262694","57.2315278608735","12.36811860227703","11.959017043359934","4.968387862567428","49.357341269841285","16.645833333333332","25.381113853001214","41.22510078886013","29.15375871746255","0.9431203392567028","0.0","0.2096774193548387","11.525287662313001","15.762603860197734","0.6373949579831932","0.5998062015503876"
"original","ngtdm","Coarseness","0.16637120282426454","0.03611054646546229","0.015883572918709503","0.007892452723530048","0.029542457275381098","0.01321882587213899","0.08050901239286477","0.07698956026065179","0.14267834793491865","0.01565785471059836","0.011782003595380793","0.017200889706716366","0.3084538407244655","1000000.0","1.3076923076923077","0.03565474338942438","0.03152362479860323","0.5306526038233356","0.5621970920840065"
"original","ngtdm","Complexity","0.9994341124451727","0.7690459970195196","0.34497603800088267","0.36619458001795163","0.27408573079838294","1.0489885993424333","0.38815530176308033","0.34180984258892844","0.3688827331486611","0.27707466151092275","0.31204120406792923","0.340976701746193","0.20262351038718224","0.0","0.08996539792387542","0.27632275013626256","0.3965280033580992","0.16386713475560355","0.12267142290923504"
"original","ngtdm","Contrast","0.016412019830590555","0.007831211823017456","0.06572710261343256","0.07689897612574546","0.04526096035951564","0.01495794579746044","0.0716626973871072","0.07050873591527296","0.07313991349565048","0.052476902097928775","0.06814078134440425","0.07540459737164626","0.016206295586330986","0.0","0.005699165479340525","0.05462840452245454","0.08816727153303698","0.02373633599079477","0.018040920086924435"
"original","ngtdm","Strength","0.3940535160909937","0.08080834690519136","0.016050711313562185","0.007857685538260665","0.02973399925333575","0.033531765442851705","0.08176324941201778","0.07676490747087045","0.13953488372093023","0.015388396095884247","0.011808280849386444","0.017310106579860075","0.32765406292038185","0.0","1.1428571428571428","0.03479288918787713","0.03140669911410854","0.5263157894736842","0.5454545454545454"
